deletion	chr1:1-13000	13000	0.0944	4.009300e-02	3.368145e+07	1.049337e+00	6.674408e+07	0.0000	0.7692	0
deletion	chr1:18001-30000	12000	0.0000	2.149902e+01	6.320179e-17	1.001267e+02	1.193841e-12	-1.0000	0.0000	8100
deletion	chr1:38001-69000	31000	0.1619	1.782813e-07	1.942635e+05	4.395384e-08	3.609112e+05	0.5000	0.0000	28100
deletion	chr1:74001-129000	55000	0.2622	8.113510e-11	1.333395e+02	3.608434e-11	2.463860e+02	0.6522	0.0000	64100
deletion	chr1:134001-180000	46000	0.2175	2.859697e-08	2.852950e+09	2.366827e-07	2.853732e+09	0.7500	0.0000	27800
deletion	chr1:189001-258000	69000	0.0723	0.000000e+00	1.494373e+00	0.000000e+00	2.776823e+00	1.0000	0.7246	0
deletion	chr1:264001-348000	84000	0.0598	0.000000e+00	1.522652e-02	0.000000e+00	2.825292e-02	0.7500	0.5952	0
duplication	chr1:349001-353000	4000	0.0000	1.785243e+04	8.046344e+00	1.907223e+05	1.519903e+05	-1.0000	0.0000	1200
deletion	chr1:353001-442000	89000	0.1408	0.000000e+00	2.842097e+09	0.000000e+00	2.842743e+09	1.0000	0.0000	5200
deletion	chr1:452001-629000	177000	0.1268	0.000000e+00	2.871000e+09	0.000000e+00	2.871000e+09	0.8889	0.2825	0
deletion	chr1:635001-680000	45000	0.1117	0.000000e+00	2.892020e+03	0.000000e+00	5.287239e+03	1.0000	0.0000	49200
deletion	chr1:687001-720000	33000	0.0380	0.000000e+00	1.045640e+05	3.137557e-05	1.501983e-57	1.0000	0.0000	101200
deletion	chr1:725001-789000	64000	0.2745	9.462743e-11	2.850789e+09	6.580543e-10	2.851419e+09	0.9286	0.0000	139200
deletion	chr1:811001-873000	62000	0.1819	0.000000e+00	1.231503e+01	0.000000e+00	2.292756e+01	0.1111	0.0000	225200
deletion	chr1:875001-925000	50000	0.3114	1.039689e-06	1.336870e+09	1.816448e-07	1.378374e+09	0.0000	0.0000	289200
